"Title","Short Description","Long Description","Feature Image","Image Gallery","SKU","Stock Status","Tax Class","Regular Price","Sale Price","Product Categories","Product Type","Size Measurement","Brand","Product Qty","Alert Quantity","Product Weight","Product Model","Unit","Total views","Product Tag","Seo Title","Meta Key","Meta Description","Status"
"BU-W-T3PC-3-1549","Maroon self work sequins georgette kameez with maroon tassel attached on the front. Comes with grey satin flare pants and self work sequins georgette dupatta","<p>Maroon self work sequins georgette kameez with maroon tassel attached on the front. Comes with grey satin flare pants and self work sequins georgette dupatta</p>

<p><strong>Fabric Material</strong></p>

<p>Self work sequins georgette&nbsp; satin pants</p>","img_1227.jpg","img_1231.jpg,img_1229.jpg,img_1227.jpg","B01591","in_stock","","2850.00","0.00","LONG TOPS,     SALWAR KAMEEZ","Variable","Variable,S!Legnth_  55& Front_  75& Back_  88& Chest_  36,5,150.00,img_1279.jpg|Variable,M!Legnth_  22& Front_  33& Back_  44& Chest_  55,15,250.00,img_1275.jpg","Bucklup","20","2","","","Pcs","40","Tag1,  Tag2","","","","Published"
